"","location","datetime","interval_seconds","co","no","no2","o3","p","pm025","rh","so2","temp","lifecycle","version_date"
"1","jakarta1",2021-10-25 12:00:00,3600,217.925884759756,NA,6.11741888099665,32.6920533927214,NA,5.63352172821908,59.0516129032258,0,21.6290322580645,"q",2021-10-26
"2","jakarta1",2021-10-25 13:00:00,3600,251.666378776654,NA,5.23465963636141,28.3400620265378,NA,4.92928520188768,63.7633333333333,0,22.8866666666667,"q",2021-10-26
"3","jakarta1",2021-10-25 14:00:00,3600,158.00385302835,0.851136873611041,2.75029322067186,21.2298486344611,NA,5.0167912847421,65.0203125,NA,20.9046875,"q",2021-10-26
"4","jakarta1",2021-10-25 15:00:00,3600,187.235964015863,0.86523098407274,2.9430550654608,27.3626644443756,NA,2.79954755747069,66.2978723404255,NA,20.9723404255319,"q",2021-10-26
"5","jakarta1",2021-10-25 16:00:00,3600,248.514961594577,0.297159175127217,9.77175413480416,30.2375138851555,980.146666666667,8.38937116317753,55.5233333333334,NA,23.4266666666667,"q",2021-10-26
"6","jakarta1",2021-10-25 17:00:00,3600,335.496771639338,3.93626825092982,7.20760222293533,18.89225728789,981.476666666667,7.55138117726329,59.1583333333333,NA,22.0016666666667,"q",2021-10-26
